offensive,text
0,היום בדואים גונבים לצהל נשק מתוך הטנקים ולחיילם אסור לירות בהם.
1,"מן הסתם שערבושים הם תתי אדם, זאת עובדה ידועה, אבל צריך לעקור את הבעיה מהשורש והשורש זה יודנראטים בבתי המשפט "
0,שמסכלים כל חוק שמונע טרור ומשחררים טרוריסטים ועוצרים חיילים על כל דבר.
0,הבעיה העיקרית היא בגץ.
1,אבל השמאל הומואים רופסים נאיבים עד כדי טמטום שחיים בסרט על דו קיום בזמן שהערבים מתכננים איך לזיין אותם
0,"רגב, אמסלם וביטן בתחתית: מבריחי הקולות הגדולים בליכוד"
0,"אחד העבריינים הגדולים בישראל נמלט לטורקיה: ""הוציאו עליו חוזה חיסול"""
0,תתמכו בלפיד כדי להליחם בכוחות האופל הגדולים שנגד הדמוקטיה
0,דיון| כל הנשק שיש לערבים רק מעיד כמה
0,כל הנשק שיש לערבים רק מעיד כמה
0,כוחות הביטחון לא עשו את העבודה שלהם. היו עסוקים בלתפוס מפרי בידוד ולחלק דוחות על מסיכות.
0,מה אומרים אולי עדיף מלחמה מאשר לשלם את המס גולגולת לערבים? מלחמה זולה יותר
1,השמאלנים הרסו את המדינה ומכרו אוה לערבים
0,מדינת היהודים
0,תודה לביבי שהיה עסוק רק בחרדים
0,ואתה מופתע כי ? 
0,תראה מה הולך בדרום וזה הרבה לפני הקורונה
0,אני לא מופתע אני מציין עובדה שהמדינה הזו היא פלאפל
0,מעניין מה לפיד הביא לערבים כדי שכולם יהיו נוכחים ויצביעו בעד
0,נדחתה עתירה נגד מכרז לדיור בר-השגה ביפן לערבים בלבד
0,נדחתה עתירת יהודי יפן על פרויקט נדל״ן שמיועד רק לערבים
0,למה ישראל נותנת לערבים להתגייס לצבא?
0,דיון| האם ענישה קולקטיבית מוסרית בנסיבות הנכונות?
0,האם ענישה קולקטיבית מוסרית בנסיבות הנכונות?
0,"בנט נגד הסכמת נתניהו להכפיל את תקציב הישיבות: ""שגיאה מוסרית קשה"""
0,"דן מרידור תוקף: ""מנהיגות נתניהו - בלתי מוסרית""‏"
1,לסבית שמנה מתעללת באמא שלה משום שהיא לא משתמשת במלות היחס הנכונות
0,האם זה ראוי ונכון חינוכית מוסרית מקצועית לשים תמונת לפיד בבתי ספר?
0,לאור מה שקורה עם הטרור המוסלמי מאז הקמת המדינה ?
0,כן. ועוד איך !
0,התשובה האינסטינקטיבית היא לא אבל זאת שאלה כללית מדי. מה הנסיבות? מי נענש? מה העונש?
0,ענישה קולקטיבית היא זאת שהובילה לשואת היהודים
0,אי ענישה במצב הנתון יוביל לעוד שואה.
0,דמגוגיה בשקל.
1,גירוש כל השמאלנים לעזה
1,עחי צריך לגרש את כל הערבים עחי זה בדוק יעבוד
1,אגב חתיכת חוצפן 
1,אל תעז להשוות בין השואה לבין מה שקורה פה עם הטרור המסולמי הרצחני 
0,הרי לא זכור לאף אחד שיהודים עשו פיגועים בגרמניה...
0,"לא. עולם מושלם הוא עולם שבו אף חף פשע לא סובל, גם אם זה על חשבון פושע שלא נענש."
0,"צריך לשאוף לעולם מושלם, ולא ליצור עוד קורבנות חסרי קשר."
0,"אין בעיה לשלול את כספי החמאס/הראשות שמועברים למשפחות. מדבר מוסרית, לא חוקית"
0,"עדיף כבר לחיות בשקט בלי צרות מאשר להיות מוגדר כ""דמוקרטיה"" אם אלו ההשלכות שלה"
1,"״השואה עחי״ זה הטיעון הכי דמגוגי ומביך שיש, בין אם הוא בא מיהודים מתקרבנים ובין אם הוא בא משמאלנים כמוך."
0,לא תוייגתי אז לא אכפת לי
0,ענישה קולקטיבית נכונה מוסרית רק כשהקולקטיב תומך במעשיו של האינדיבדואל.
0,"מחבלים לא גדלים בבועה. הם גדלים בתא משפחתי מסויים שמעודד אותם לטרור או שולח אותם למסגרות שמעודדות אותם לטרור. ""אבל אולי הוא למד את זה מהסביבה שלו"", אז למה יהודים לא לומדים מהסביבה שלהם להיות אוהדי לה פאמיליה באותה תדירות?"
1,"הערבי הבבון מסתתר מאחורי הקולקטיב, כי הוא יודע שרק ככה הוא יכול לתת כסף, תמיכה ומסתור למחבלים. וליהודי אסור לגעת בו, כי טכנית הערבי לא הרים את הסכין."
0,"מדען איראני נוסף מת ""בנסיבות מסתוריות"" דיווחים בתקשורת האיראנית: ד""ר איוב א"
0,הצעת החוק של רגב להחמיר ענישה על אנסים למאסר עולם. מוצדק ?
0,כל הקואלציה הצביע נגד החוק של מירי רגב להגברת ענישה על אונס
0,דודי אמסלם חשוד בביצוע מעשי סדום ומעשים מגונים בנסיבות מחמירות ביאיר גולן
0,דיון| הערבים קלטו שהשר לביטחון פנים מגמגם ולא יודע מה הוא אומר
0,הערבים קלטו שהשר לביטחון פנים מגמגם ולא יודע מה הוא אומר
0,עם שר כזה כל העבריינים מתעוררים.
0,מזל שיש אנשים שמאמינים באלוהים ומתפללים חזק זה בטח יציל אותנו.
0,"אלשייך : ""שר לביטחון פנים באמת תפקיד קצת מתסכל אין לו סמכויות על המשטרה"""
0,השר לביטחון פנים בתמונה חזקה ומצמררת
0,"בן גביר כשר לביטחון פנים ימגר גם את הפשע הפלילי והעולם התחתון, ולא רק את הט"
0,יש לערבים מזל שבנגביר עדיין לא שר לביטחון פנים
0,שימו לב שהשר לביטחון פנים בר (חסר) לב לא מגיב כי הוא יודע שהוא השר הכי כושל בהיסטוריה
0,הוא עדיין מנסה לאתר את המחבלים מלפני כמה ימים כדי להביא אותם לדין
0,מנסה לקחת אליפות עם עמרי כספי בתור סופרסטאר
0,בלה בלה בלה
0,הרבה פוסטים אבל בשטח הערבים חמושים יותר מהשוטרים
0,זה הנשק של צהל שהבדואים גונבים ומוכרים בשטחים.
0,צהל אשם בזה כמו השאר
0,בן גביר המלך: מתכוון להביא מיליארדים לביטחון פנים מביטול ההסכם עם רעמ
0,המדינה זקוקה לשר לביטחון פנים חזק
0,"סמוטריץ שר המשפטים, בן גביר שר לביטחון פנים, יו""ר נעם שר החינוך"
0,איך הולכת חלוקת התפקידים בין שר הביטחון והשר לביטחון פנים?
0, איך אני יכול למחוק דרייברים?
0,איך אני יכול למחוק דרייברים?
0,איך אני יכול למחוק הכל בפשוט? תודה
0,הסתדרתי תודה 
0,חדשות טכנולוגיה
0,אחראי צוות טכנולוגיה לשעבר
0,לאתר החברה:
0,"טוויטר ניסתה להטמיע תג ""רשמי"" חדש למשתמשים בעלי פרופיל ציבורי גבוה"
0,נייס. ידוע מה יהיו המחירים שלהם בארץ פחות או יותר?
0,מי הם בכלל חחחח
0,אם היה לאפל זה היה משהו מעניין
0,"עזרה| דפר נורא נמוך, יש לי משהו לעשות כדי לתקן?"
0,"דפר נורא נמוך, יש לי משהו לעשות כדי לתקן?"
0,היה לי צו ראשון לפני חודש
0,והאם זה ידפוק לי תפקידים
0,תוכניתן עם דפר נמוך
0,תגיש בקשה למבחן חוזר עם המלצת מחנך/מורה בבית ספר וגיליון ציונים
0,רוב הסיכויים שיאשרו לך אחרי הרפורמה שעשו
0,סבבה אני אנסה תודה על העזרה
0,תקרא את הכתבה שלהם באתר
0,לרוב הם מאשרים למי שיש ממוצע ציונים גבוה
0,היי אשמח ממש לעזרה אני נורא מבולבלת
0,רכזי מתגייסים במיטב - עד כמה הוא נורא?
0,מה זה פרופיל דפר וקבא
0,דפר וקבה קרבי חיר..
0,פרסום| פשוט וואו
0,פשוט וואו
0,וואו איזה האנגאובר
0,שמישהו שפוי יגיב
1,היי שפוי
1,היי בתולים
0,וואו| הייתכן ו
0,וואו כמה באגים בצ׳אט
0,וואו מה זה החום הזה??
0,פרסום| חגיגות בעזה ובשטחים לאחר הפיגוע בבני ברק
0,חגיגות בעזה ובשטחים לאחר הפיגוע בבני ברק
1,ערבים מוסלמים למקלחת וערבים יהודים ונוצרים טרנספר למרוקו ולבנון.
0,אבל אני מצרי ופרסי
0,מה הנוצרים עשו? רובם שלווים יחסית.
0,חלוקת ממתקים בעזה:
0,גם אני מצרי (מהאליטה לא סתם בוזגלואיד)
0,אין מה לעשות לצערי אני בטוח שגם יש ערבים מוסלמים נורמטיבים. אולי לעשות סלקציה.
0,כן הגוקו הפלסטיני נגד פיקולו הישראלי 
0,קניית רכב ראשון
0,מחפש רכב ראשון חסכוני בדלק
0,משפחתית אין במחיר הזה
0, פורסם במקור על ידי מדגדג
0,בטח אבל הרוב זה סתם אוטו מתפרק
0, פורסם במקור על ידי גיני_הררי
0,שטויות במיץ
0,יש המון משפחתיות במצב טוב במחיר הזה
0,אל תגיב סתם אם אתה לא יודע
0,הבנתי שלא כדאי שברולט כי זה רכב אמריקאי ואין מי שיטפל זה פה
0,אז תמליץ לו שיקנה סיוויק אם אתה מבין
0,שווה את זה לדעתך?
0,אתה אומר עדיף סיוויק אז
0,"לא שווה בכלל, אתה נהג חדש מחפש אוטו אמין ראש שקט לא בעיות."
0,סיוויק אחלה אופציה
0,כולן שבורות בתקציב שלך
0,כי בשבילי זה לא רק לנסוע מנקודה אחת לאחרת בא לי באמת להנות מאיכות
0,יש לי גם בערך שנתיים להיות איתו עד הגיוס
0,מאזדה רכב ראשון
0,בכמה אתם ממליצים לקנות רכב ראשון?
0,שאלה| שאלה בנוגע לשינוי תפקיד
0,שאלה בנוגע לשינוי תפקיד
0,"שלום. שיבצו אותי לתפקיד טכנאי דיגיטל אז התקשרתי לחיל הטכנולוגיה והאחזקה בבקשה להחליף תפקיד. הם אמרו לי שהם הפנו את הבקשה שלי למיט""ב ושאני יפנה אליהם במאי. כדי לי לפנות אליהם שוב? למישהו זה קרה בעבר?"
0,"מה עדיף לשינוי תפקיד -> נפקד לו""ז או נפקד בבית?"
0,ירפא ב בדיקות רפואיות תפקיד מוטס
0,עובד חקר מודיעין ללא מיון נחשב תפקיד טוב יחסית?
0,אתה עושה טעות חבר
0,לך תהיה שיריונר יחלבי
0,יחליפו לך לתפקיד זבל אחר אז זה לא כזה משנה
0,טכנאי דיגיטל כנראה עדיף מכל התפקידים שאתה הולך לקבל בחיל הטכנולוגיה והאחזקה
0,תנסה לקבל משהו יותר טוב בתקשוב או אפילו טכני
0,ביקשתי להחליף לטכנאי אופטי כי הרבה אומרים שזה תפקיד יחסית טוב בטכני
0,"פוסל תפקיד, וזרקו לי רעיון של רל״ש. איך התפקיד?"
0,איך להשיג תפקיד ג׳וב חיל האוויר
0,תפקיד ג'וב בבסיס חצור ?
0,שאלה| שינוי טופס בקשה לרישיון נהיגה
0,שינוי טופס בקשה לרישיון נהיגה
0,היי אני רוצה להוציא טופס ירוק לרישיון נהיגה ואמרו שבודקים לי אותו ועדיין לא
0,"טופס חדש , שים לב כשאתה הולך לעשות בדיקת ראייה שיזינו כת זה לטופס שאתה צריך ולא לראשון"
0,שאלה| הגדות לפסח
0,"איפה אפשר למצוא הגדות מהודרות, גדולות ובאמת יפות ואיכותיות כמו זו שבתמונה?"
0,האם וודקה בלוגה היא כשרה לפסח ?
0,בכל חנות ספרי קודש תוכל למצוא מבחר רב של הגדות
0,"אם תצטרך משהו ספציפי שקשה למצוא מרוב המבחר הרב שיש תאמר לי,"
0,הגדה של פסח פשוטה בלי תוספות רבות תוכל לחפש הגדה של פסח כוונת הלב ששם לרוב תוכל להטביע משהו בכתב וכן אפשרות בחירה של צבעים.
0,"האמת שעברתי בכל חנויות ספרי הקודש שיש בעיר שלי, וגם פניתי בפייסבוק בקבוצה של העיר וקיבלתי פניות מאנשים שמוכרים, ועדיין לא מצאתי משהו באמת מיוחד ומשתלם"
0,כל בית דפוס שתפנה אליו יעשה את זה בשמחה בתמורה לתשלום נורמלי.
0,תברר באזור שלך
0,הקישור לא עובד
0,"נכון, אבל אני מחפש דגמים של הגדות בלי קשר להדפסה"
0,ראה כאן הגדות
0,ברכונים | תהילים | סידורים | זמירות לשמחות - שמחות ברכונים ...https://www.smachot.co.il
0,שאלה| משפט מסוים (לא יודע איך קוראים לו)
0,משפט מסוים (לא יודע איך קוראים לו)
0,"אני ראיתי באיזה סרטון מסוים שהוא אומר משהו כזה, אשמח לשם של המשפט אם אתם מכירים"
0,לא יודע איך לכתוב רעיון מסוים בצורה פורמלית בהוכחה קצרה
0,"כשמלמדים משפט ומוכיחים אותו בהרצאה, צריך לדעת להוכיח אותו?"
0,משפט גבולות
0,חפש קורס ההכנה במתמטיקה של הטכניון.
0,בפרקים הראשונים מסבירים לך את זה במדויק.
0,אני מחפש את הערך של זה בויקיפדיה
0,זה לא משפט
0,הקישור הזה ריק משום מה...
0,חיפשתי ומצאתי תודה
0,אבל לא משנה אם מצאת
0,אפשר לנעול
0,הוכחה של משפט
0,"משפט חוצה זווית, הוכחה"
0,משפט אוקלידס
0,דיון| הערבים השתפרו משמעותית.
0,הערבים השתפרו משמעותית.
0,אם קודם רב הביגועים שלהם היו נגמרים בפצועים גג איזה הרוג בזמן האחרון הם פתאום מפציצים. אם לערבים יהיה שכל אין לישראל סיכוי 
0,הרמה של הפורום ירדה משמעותית לאחרונה
0,הם משיגים שכל מגל טרור לגל טרור
0,כשאתה מתעלם מבעיה היא הופכת לגדולה יותר
1,"צריך לברוח מישראל, עד עכשיו הסתדרנו כי הם היו מפגרים כמו חמור מוגבל שכלית"
1,הם עדיין מפגרים.
0,אבל גם אנחנו ערבים כבר.
1,עחיייי יהוד אחד מת באיזראיל עחייי אלללללה אלללההההה *יריות לאוויר*
1,חיות צמאי דם המחבלים האלה
0,תכלס אם אני הייתי ערבי שרוצה לעשות פיגוע אני בקלות הייתי יכול להוריד בניין שלם של אנשים בלי להיתפס. אני לא רוצה לפרט אבל נראה לי כל בן אדם עם הבנה בסיסית יודע טוב מאוד איזו נקודת תורפה קטלנית קיימת ליטרלי בכל בניין מגורים ישראלי.
1,פיגור שכלי
0,"בשלב הבא כשיהיה להם שכל הם יעשו פגע וברח, ויקח זמן עד שיתפסו כל אחד"
0,זה מה שקורה עכשיו בבית המחבל לידיעתך
1,"כי יש להם פיגור, תראה את האייקיו הממוצע במדינות ערב."
0,הם לא השתפרו הם רק יצאו מן המחילות.
0,"שנים שמדברים על הנשק במגזר הערבי, עכשיו זה מתפוצץ בפרצוף שלנו"
0,כבר יש איחוי בעם? יש שלום עם הערבים? יש קשת בשמיים?
0,"בנט הוא שליט בובה של הערבים והשמאל, מכר את המדינה בשביל ג'וב וטייטל"
0,הערבים שולטים במדינה
0,סרטון| הגול של ישראל נגד רומניה
0,הגול של ישראל נגד רומניה
0,הגול של בנזמה מול פריס מהיציעים
0,שומר ישראל
0,מי זוכר את הגול הזה של מנז?
0,"שאלה| האם נהג בט""ש מקבל אותו התבות"
0,"האם נהג בט""ש מקבל אותו התבות"
0,"אני שובצתי לנהג בטש ושאלתי אצל הקצין מיון אם אני יכול נהג מבצעי במקום הנהג בט""ש והיא אמרה לי שזה אותו הדבר אבל היא לא ענתה לי לגבי ההתובות ושובצה אותי לנהג בט""ש השמח אם מישהו יוכל לענות לי בבקשה ותודה"
0,"מוצב בצפון הכי טוב? (נהג בט""ש)"
0,סירוב בשביל נהג בט״ש
0,"למה אני נהג בט""ש והטירונות בבהדים במקום אחד הבאח""ים?"
0,"אם נהג בט""ש מקבל תעודת נהג מבצעי?"
0,זה אותו תפקיד שם אחר
1,דיון| המותג נגד ערבושים עכשיו בלייב
1,המותג נגד ערבושים עכשיו בלייב
0,"תחשבו על זה, האם לא תראו יותר משחק של רונאלדו בלייב אי פעם?"
0,מי המותג הכי חזק במדינה היום
1,מי זה מי זה מי זה? זה המותג יא שבורה
0,המותג עושה וויש וויש לסיקרט
0,היה צפוי שהמותג יקטול את אקרם
0,פעם אחרונה שאתה פותח אשכול על מותגים מזויפים.
1,"סליחה, אני לא רוצה עסק עם פסיכופטים כמוך "
0,כבר עשית את הטעות כרגע. 
1,מציע לך לנטוש את הפורום ולהצטרף לחבורת המשובטים בטוויטר (שניר היצור המתנשא שמשחק האקסבול ישמח לקבל אותך).
1,"אגב, לא בקטע גזעני, אמרו לי שאתה אתיופי."
0,דני עדיף שתתעסק בלבנדרים חדשים שמושרצים פה כל יום
0,השחקן הכי טוב שראיתם בלייב
0,פרסום| פוסטר חדש למון נייט
0,פוסטר חדש למון נייט
0,שם פרטי אש
0,מסקרן במיוחד:
0,מה זה אמור להביע? 
0,מה דעתכם על הפרק האחרון של מון נייט? (ספויילרים)
0,מה הקטע של הפוסטר הזה..
0,יש היום זה מתחיל מחכה כבר לראות את זה עם תרגום
0,יש לו דגים בתור חיאת מחמד פוסט טראומטית נראה לי קראתי את זה איפשהו
0,למה הוא קושר לעצמו את הרגל במון נייט
0,עזרה| אינפי
0,"איך אני יודע אם עשיתי נכון בלבל לי תתחת, אשמח לחוות דעת"
0,האמת אני לא בטוח בעיקר לגבי ד למרות שגם השאר בספק חחח
0,בד' השלילה של אינסוף איברים תהיה מספר סופי של איברים
0,מוזר ממש השלילה כאן חח
0,"עזוב את הלוגיקה של המשפט, בתכלס המשפט אומר שקיים גבול חלקי ממשי "
0,ערכתי כמה שניות אחרי 
0,"כן סגור, יש לך. מושג למה זה ככה מוזר? כי השלילה צריכה להמשיך גם לפסוק הזה, מה קורה כאן חח? "
0,למה מוזר?
0,"לא הבנת את השאלה שלי, השלילה של אינסוף איברים מקיימים זה מספר סופי מקיימים, אבל לאחר מכן צריך לעשות את השלילה גם של מה שהם מקיימים ואז זה הופך את זה למוזר, למה השלילה לא ממשיכה לשם? למה השלילה מסתיימת במספר סופי של איברים מקיימים זאת? אולי כי זה לא אם אז כמו בהגדרת הגבול נניח? "
0,"כי ""קיים מספר אינסופי של איברים כך ש…"" זו לא באמת טענה של קיום אלא טענה על הגודל של קבוצה מסוימת, וההפך מזה שהגודל של קבוצה מסוימת אינסופי הוא שהגודל של אותה הקבוצה (בלי להחליף את התנאי שמגדיר אותה) הוא סופי"
0,"הבנתי, המון תודה חבר."
0,קליפ| ערבים רוקדים בשער שכם
0,ערבים רוקדים בשער שכם
0,ערבים חוגגים בשער שכם את ניצחון מרוקו
0,יהודים צעירים בשער שכם מעיפים לעזה ערבים שבאו לעשות רעש
0,שיתוף: איך אני שונא לאבד חברים בגלל שטויות
0,איך אני שונא לאבד חברים בגלל שטויות
0,"יש לי ידידה אחת, מכירים כבר שלוש וחצי שנים. מעולם לא היינו החברים הכי טובים אבל אהבנו להסתובב ולדבר ביחד, תמיד היה לי נחמד שאני איתה. לאחרונה נראה כאילו היא פחות מעוניינת להסתובב איתי, רוב הפעמים שאני מנסה לקבוע איתה ביא מבריזה ובפעמים שלא היא מגיעה לאולי שעה וחצי בגג, היא לרוב לא מתחילה איתי שיחות. זה מעצבן אותי כי אני לא יודע למה זה קורה, היא יודעת שאין לי עניין רומנטי או מיני בה והקשר בינינו חברי בלבד. זה מעצבן אותו כל כך כי אם אני לא אדבר איתה הוא ימות, ו""לרדוף"" אחריה אין טעם. כל כך מעצבן אותי שפשוט איבדתי בן אדם שאכפת לי ממנו סתם ככה ואין לי מה לעשות בעניין."
0,מכירים את השכנים האלו שמסוגלים לגרום לכם לאבד את הסבלנות שלכם?
0,לייפ גוז אויינ אנד אויינ אדד אויינ אנד אויינ אנד אויינ
0,זה באמת די מתסכל לפי מה שאני מבין ממך. 
0,"אני גם הייתי רוצה לשתף בתחושה שלי היא שהרבה פעמים אנשים פשוט ""משתעממים"" מהחברים שלהם, הם חושבים שהם לא מיוחדים , לא יביאו שום דבר חדש אז הם מנתקים קשר.. תשתדל כמה שאפשר לשמור על קשר חם עם המעגל הקרוב שלך ותמיד תפנה לכולם בחיוך."
0,"חיוך שווה המון חברים, חייכו גם שלא בא לכם ."
0,"איך להגיד את זה בפשטות, אתה כנראה לא מעניין אותה כבר"
0,"זה מטומטם, מה הקטע. למה בנות לא יכולות להיות חברות כמו בנים. העיקר אם הייתי גיי היו לי טרליון ידידות בטח. "
0,"מה אתה חושב? גם להרבה גייז יש ידידות שאיתם כי הם גייז. בגדול זו בעיה וכן הרבה אנשים ינתקו ממך קשר כי פשוט ככה זה, אי אפשר להתעכב על זה יותר מדי ופשוט לנתק גם קשר"
0,תשחרר. אולי בעתיד יקרה משהו שיגרום לה לשנות את דעתה והיא תחליט ליצור איתך קשר מהיוזמה שלה אבל אתה לא יכול לאלץ את החברות בכוח
1,"אז תהיה גיי אם זה מה שאתה רוצה, זה כולה להחליף חור"
0,עזרה| גיבוש שייטת אחרי הגיוס
0,גיבוש שייטת אחרי הגיוס
0,השבוע היה לי גיבוש שייטת אבל הייתי חולה אז הרופא לא הכניס אותי נתן לי זכאות לעוד אחד.
0,בלי קשר אני משובץ לגיוס שבוע הבא.
0,מישהו פה יודע אם אפשר לעשות גיבוש שייטת אחרי הגיוס ואם כן איך ???
0,"האם אפשר לערער על גיבוש שייטת לטובת גיבוש מטכ""ל"
0,גיבוש שייטת ומטכל
0,אם סיימת גיבוש מטכל או שייטת והתקבלתי לאחת היחידות אפשר במקום לבקש שבוע ראי
0,"אני יודע שכן לא בטוח, עושים פשוט יום סיירות"
0,לזה כבר אין לי תשובה ממליץ לך להתקשר למיטב או לרשום לחיל הים
0,אני באותו מצב עם גיבוש מטכל ואחרי שנת שירות
0,תאריכים של גיבוש שייטת
0,תאריכי גיבוש שייטת
0,להלו קיטי יש חבר בשם דניאל והוא אפילו קיבל משחק משל עצמו
0,עובדת בונוס
0,"אומנם אפשר להתבלבל ולחשוב שכאשר שאתם משחקים הלו קיטי אתם למעשה משחקים בצד של הרעים (ממש כמו קירבי), שכן הלו קיטי התנגדה למחלמה של הטובים"
0,אבל היא עברה מהפך דמות קיצוני שבסוף היא התחברה עם הטובים
0,מרגיש שיש פה איזה ונדטה נגד הלו קיטי
0,חס וחלילה
0,תודה על הרעיון
0,כל יום אתה לומד משהו חדש
0,"בשמחה, מי יתן ונזכה לראות בקרוב הייבריד של הלו קיטי וciv"
0,דאמ דניאל
0,רימון הלם הושלך לעבר ביתו של היועץ הפוליטי יובל דירליק
1,לרסס אותם בגז הרדמה !
0,"דיון| חבר'ה, אל תדאגו, תתפללו חזק ואלוהים יגן עליכם"
0,"חבר'ה, אל תדאגו, תתפללו חזק ואלוהים יגן עליכם"
0,"העיקר הלהט""בים בהיסטריה... אל תדאגו סמוטריץ' יגן עליכם"
0,למה אנשים מאמינים בדת ואלוהים אם..
0,מנהלת בית ספר למורים בטקסס:אם אתם מלמדים על שואה תדאגו להציג גם את
0,מידע| הערבים והפלסטינים לא אשמים.
0,הערבים והפלסטינים לא אשמים.
0,מדינת ישראל האויבת הכי גדולה של עצמה.
0,"- שר לבטחון פנים מגמגם שמונע גיוס מילואימניקים ומתנדבים למג""ב"
0,"- חוסר מענה לבעיה וריסון השב""כ ושאר גורמי הבטחון מצד הממשלה."
0,מה עוד צריך לקרות כדי שיתעוררו?
0,"שר הפנים של כולנו:""הנשק אצל הערבים להגנה עצמית"""
0,שם פרטי אגוכ
0,חבר בוא נרגע נשב על פלאפל ונדון
0,יש לנו בעיה כי אנחנו וגם אני מתעסקים בלוחות אם ובסוגי זיכרון למחשב במקום לשבת ולחשוב מה אנחנו עושים לא בסדר במעגל הפרטי ומה אנחנו יכולים לשפר ... 
0,"אה מה שאתה אומר בעצם זה שהתוקף לא אשם, אלא הנתקף שנותן שיתקפו אותו. קלאסי."
0,"הדברים שציינתי אשמים יותר, כי הם יכלו למנוע, ובחרו שלא. מתוך ""רחמנות"" ו""סימפתיה""."
0,"ברור שיש גורמים ממשלים שאשמים, אבל להגיד שבן אדם שקם במטרה להרוג ופאקינג מבצע את זה חא אשם?!! תגיד אתה השתגעת?"
0,האשמה עליו ועוד איך!
0,קודם כל תחפש איפה אתה טעית לפני שאתה מאשים אחרים.
0,עחי יהיה בסדר עחי צריך לשנות עחי
0,"להאשים את הערבים ולא את בג""ץ זה כמו לעקור עשבים מלמעלה ולא מהשורש."
1,"תגיד אתה רואה מה אתה טוען? אתה טוען שהערבי  לא אשם, אלא שאנחנו אשמים כי אנחנו לא מגנים על עצמנו מספיק ומכך נהרגו אנשים, תגיד אתה ממש דפוק אה? הנורמה היא לא לחיות בפחד(במדינות אחרות) זה שזה נהפך לדרל חיים אצלנו כאן זה לא אומר שצריך לחיות ככה, תבין."
1,"תגיד אתה רואה מה אתה טוען? אתה טוען שהערבי לא אשם, אלא שאנחנו אשמים כי אנחנו לא מגנים על עצמנו מספיק ומכך נהרגו אנשים, תגיד אתה ממש דפוק אה? הנורמה היא לא לחיות בפחד(במדינות אחרות) זה שזה נהפך לדרל חיים אצלנו כאן זה לא אומר שצריך לחיות ככה, תבין."
0,תלמד הבנת הנקרא.
0,"הנקודות שהעלתי אשמות לפני שהערבי אשם, כי הן נתנו לו את הליגטימציה והחוסר הרתעה לצאת ולפגע."
0,"הוא חד משמעית אשם, אבל תשאל את עצמך. בתור מדינה, יכלו לעשות כדי למנוע?"
0,התשובה היא חד משמעית כן
0,"אני יודע הבנת הנקרא, אבל אני רואה שאתה לא:""הערבים והפלסטינים לא אשמים"" לפי מה שכתוב כאן הוא לא אשם בכלל, רק עכשיו ענית לי שהוא אשם. "
0,אפשר קצת כיוון לסעיף א ? ניתן להיעזר כאן בנוסחה למסה משתנה ?
0,מסה משתנה
0,המשוואה לפונקצית המהירות שעשית נכונה? מסה משתנה
0,פיזיקה ניוטונית - מסוק ורוח
0,נתחיל מפיתוח למסה משתנה (מודה אף פעם לא זכרתי בעל פה) - 
0,(מזניחים איברים מסדר שני כמו dmdv)
0,ונקבל לפי חוק שני של ניוטון ש:
0,שקול הכוחות הוא כמובן כוח הכובד רק עם שישית g.
0,וכמובן שבחרתי את הציר החיובי של ציר y כלפי מעלה.
1,הכרזה| מסתבר שבסוף כהנא צדק
1,מסתבר שבסוף כהנא צדק
1,טרנספר עכשיו לכל תומכי הטרור! עכשיוווווווו ! ראיתי בחדשות שנותנים להם להסתובב בחופשיות ולתמוך בטרור הם יוצאים בחגיגות ולא עושים להם כלום!!!!!!!!
0,סמית' צדק
0,מסתבר שפתחו משתמש על אמא שלי חחח
0,אז מסתבר שזה אקנה פטריתי
0,בפרק 'כולנו טעינו' של הפודכאסט 'חתירה אל ההווה' של גלעד כהנא הוא אומר שכולנ
1,ימני קוף.
1,שמאלני תומך טרור מקומך בכלא יא זבל
0,רק בן גביר
0,הצבעתי לטיבי
0,הג'וקר צדק בהכל
0,מסתבר שאין מכוערים
0,מאסטר שימון צדק
0,טוב מסתבר שהייתה סיבה לזה
0,שיתוף: עושה לי חשק להתגייס לקרבי
0,עושה לי חשק להתגייס לקרבי
0,"הפיגועים שהתרחשו בשבוע האחרון גורמים לי חשק להתגייס לקרבי, מרגיש פשוט כמו שליחות מוסרית מסוימת כדי להגן ולהילחם על הבית."
0,יש מישהו שמזדהה או שאני יחיד כזה?
0,עומד להתגייס ומפחד על הקשר הזוגי
0,מי שחיכה להתגייס
0,שם פרטי יהודה
0,כל הכבוד לך.
0,"דבר איתי כשתהפוך לנכה וצה""ל ישכח ממך"
0,חד משמעית מבין אותך
0,עצוב שזה קורה~
0,"לפותח האשכול, הגיוני שזה נותן לך מוטיבציה להגן ולהלחם כדי למנוע מקרים נוספים. רובנו משלימים על זה או כועסים ומתרחקים כדי לשמור על עצמנו, בעוד אחרים יוצאים להגן בגופם, ותמיד חשוב שיהיו אנשים כאלו. אבל גם החיים שלהם חשובים כשל כולם, וזה מצער שיש הקרבות כאלו, על אף הצורך. לעשות משהו מתחושת שליחות זה מבורך, ויעשה לך טוב בין היתר.. אז הגיוני, מובן."
0,"אל תדאג, זה יעבור"
